INDEKS,IDPREDMETA, DOBIJENAOCENA,SKGODINA,OZNAKAROKA,KOLIKOPUTAJEUPISANPREDMET, PROSEK,BROJSESTICA,BROJSEDMICA, BROJOSMICA,BROJDEVETKI, BROJDESETKI
20160014,1881,5,2017,sep1,7,7.87878787878788,7,7,8,5,6
20160014,1882,5,2017,sep1,6,7.87878787878788,7,7,8,5,6
20160014,2360,9,2017,sep1,3,7.87878787878788,7,7,8,5,6
20160014,2382,6,2017,sep1,4,7.87878787878788,7,7,8,5,6
20160402,1878,8,2017,sep1,3,8.93333333333333,1,1,6,13,9
20160402,1881,5,2017,sep1,4,8.93333333333333,1,1,6,13,9
20160402,2360,5,2017,sep1,6,8.93333333333333,1,1,6,13,9
20160402,2382,9,2017,sep1,4,8.93333333333333,1,1,6,13,9
20160044,2327,5,2017,sep1,5,6.96153846153846,14,6,2,1,3
20160332,1588,5,2017,sep1,12,6.9,9,7,2,1,1
20160332,2327,6,2017,sep1,4,6.9,9,7,2,1,1
20160375,2011,5,2017,sep1,7,7.25,6,13,6,2,1
20160048,2179,7,2017,sep1,4,8.425,1,7,10,18,4
20160048,2327,9,2017,sep1,3,8.425,1,7,10,18,4
20160048,2359,10,2017,sep1,4,8.425,1,7,10,18,4
20160318,1881,5,2017,sep1,13,7.5,5,10,5,5,1
20160318,1882,5,2017,sep1,9,7.5,5,10,5,5,1
20160318,2166,5,2017,sep1,17,7.5,5,10,5,5,1
20160318,2360,5,2017,sep1,13,7.5,5,10,5,5,1
20160086,2010,7,2017,sep1,3,7.61538461538462,10,13,5,4,7
20160302,1881,5,2017,sep1,12,7.47826086956522,4,10,5,2,2
20160302,2360,5,2017,sep1,4,7.47826086956522,4,10,5,2,2
20160186,1600,8,2017,sep1,5,7.14285714285714,6,3,3,1,1
20160186,1878,5,2017,sep1,3,7.14285714285714,6,3,3,1,1
20160186,1884,5,2017,sep1,7,7.14285714285714,6,3,3,1,1
20160186,2166,5,2017,sep1,18,7.14285714285714,6,3,3,1,1
20160204,2416,8,2017,sep1,2,8.33333333333333,3,2,9,4,6
20160290,1600,8,2017,sep1,8,8.29166666666667,5,2,5,5,7
20160290,1877,8,2017,sep1,4,8.29166666666667,5,2,5,5,7
20160413,2179,9,2017,sep1,4,8.64285714285714,1,4,12,17,8
20160170,2010,6,2017,sep1,3,7.22857142857143,13,7,10,4,1
20160170,2011,8,2017,sep1,2,7.22857142857143,13,7,10,4,1
20160170,2179,8,2017,sep1,4,7.22857142857143,13,7,10,4,1
20160170,2326,8,2017,sep1,4,7.22857142857143,13,7,10,4,1
20160365,2020,8,2017,sep1,4,8.71428571428571,2,3,10,17,10
20160365,2179,9,2017,sep1,4,8.71428571428571,2,3,10,17,10
20160365,2327,9,2017,sep1,4,8.71428571428571,2,3,10,17,10
20160274,2011,6,2017,sep1,2,6.68965517241379,18,5,4,1,1
20160274,2326,6,2017,sep1,4,6.68965517241379,18,5,4,1,1
20160326,2009,9,2017,sep1,4,8.96,1,2,5,6,11
20160326,2011,9,2017,sep1,4,8.96,1,2,5,6,11
20160104,2009,10,2017,sep1,3,8.61290322580645,1,4,8,11,7
20160104,2010,9,2017,sep1,4,8.61290322580645,1,4,8,11,7
20160104,2020,8,2017,sep1,2,8.61290322580645,1,4,8,11,7
20160171,2166,5,2017,sep1,6,7.625,5,3,3,3,2
20160171,2360,6,2017,sep1,4,7.625,5,3,3,3,2
20160431,2357,6,2017,sep1,4,8.16216216216216,2,10,10,10,5
20160431,2360,5,2017,sep1,4,8.16216216216216,2,10,10,10,5
20160363,2011,5,2017,sep1,12,7.17647058823529,7,5,2,1,2
20160061,2011,10,2017,sep1,4,9.51162790697675,1,1,4,6,31
20160436,2010,6,2017,sep1,4,6.90697674418605,21,14,2,3,3
20160436,2020,8,2017,sep1,4,6.90697674418605,21,14,2,3,3
20160436,2179,7,2017,sep1,3,6.90697674418605,21,14,2,3,3
20160206,2016,5,2017,sep1,7,7.4,7,9,3,4,2
20160206,2326,5,2017,sep1,10,7.4,7,9,3,4,2
20160206,2359,5,2017,sep1,6,7.4,7,9,3,4,2
20160121,2357,9,2017,sep1,4,8.6875,2,5,5,9,11
20160142,1889,5,2017,sep1,2,7.47826086956522,4,9,6,3,1
20160142,2166,7,2017,sep1,7,7.47826086956522,4,9,6,3,1
20160012,2327,7,2017,sep1,4,6.94117647058824,8,5,2,1,1
20160040,1877,6,2017,sep1,4,7.57142857142857,3,3,6,1,1
20160040,2358,6,2017,sep1,3,7.57142857142857,3,3,6,1,1
20160157,1878,5,2017,sep1,4,7.4,9,5,5,4,2
20160157,1882,7,2017,sep1,3,7.4,9,5,5,4,2
20160157,2166,5,2017,sep1,9,7.4,9,5,5,4,2
20160277,1881,9,2017,sep1,3,8.52777777777778,3,6,6,11,10
20160277,1882,8,2017,sep1,3,8.52777777777778,3,6,6,11,10
20160316,2020,6,2017,sep1,1,7.02777777777778,14,12,6,3,1
20160316,2326,6,2017,sep1,2,7.02777777777778,14,12,6,3,1
20160316,2359,9,2017,sep1,4,7.02777777777778,14,12,6,3,1
20160404,2169,6,2017,sep1,6,7.77777777777778,5,8,6,4,4
20160314,2179,7,2017,sep1,3,7.26666666666667,10,9,5,5,1
20160314,2359,9,2017,sep1,3,7.26666666666667,10,9,5,5,1
20160356,2011,10,2017,sep1,2,8.69047619047619,1,4,12,15,10
20160356,2020,7,2017,sep1,3,8.69047619047619,1,4,12,15,10
20160356,2179,9,2017,sep1,2,8.69047619047619,1,4,12,15,10
20160415,1877,7,2017,sep1,4,7.74074074074074,6,6,8,3,4
20160415,2166,5,2017,sep1,6,7.74074074074074,6,6,8,3,4
20160415,2169,5,2017,sep1,9,7.74074074074074,6,6,8,3,4
20160415,2360,5,2017,sep1,6,7.74074074074074,6,6,8,3,4
20160268,1600,5,2017,sep1,5,7.66666666666667,3,2,1,1,2
20160268,2167,5,2017,sep1,6,7.66666666666667,3,2,1,1,2
20160137,1877,7,2017,sep1,4,7.71428571428571,4,5,6,5,1
20160137,2169,5,2017,sep1,9,7.71428571428571,4,5,6,5,1
20160137,2360,8,2017,sep1,3,7.71428571428571,4,5,6,5,1
20160173,1884,5,2017,sep1,5,7.375,3,7,4,1,1
20160173,1889,5,2017,sep1,4,7.375,3,7,4,1,1
20160173,2360,5,2017,sep1,5,7.375,3,7,4,1,1
20160021,1877,8,2017,sep1,4,7.62068965517241,7,6,10,3,3
20160021,1881,8,2017,sep1,4,7.62068965517241,7,6,10,3,3
20160021,1889,8,2017,sep1,4,7.62068965517241,7,6,10,3,3
20160021,2360,5,2017,sep1,7,7.62068965517241,7,6,10,3,3
20160152,1877,8,2017,sep1,3,7.8125,4,10,7,10,1
20160152,1881,5,2017,sep1,9,7.8125,4,10,7,10,1
20160152,1882,5,2017,sep1,8,7.8125,4,10,7,10,1
20160152,1889,9,2017,sep1,4,7.8125,4,10,7,10,1
20160152,2360,9,2017,sep1,4,7.8125,4,10,7,10,1
20160421,2010,9,2017,sep1,3,8.62068965517241,2,5,4,9,9
20160421,2326,8,2017,sep1,3,8.62068965517241,2,5,4,9,9
20160421,2359,10,2017,sep1,4,8.62068965517241,2,5,4,9,9
20160141,1884,9,2017,sep1,4,7.81818181818182,2,6,9,4,1
20160141,2166,6,2017,sep1,7,7.81818181818182,2,6,9,4,1
20160405,1882,7,2017,sep1,4,7.47619047619048,2,12,3,3,1
20160405,2169,7,2017,sep1,6,7.47619047619048,2,12,3,3,1
20160405,2357,5,2017,sep1,11,7.47619047619048,2,12,3,3,1
20160283,2009,6,2017,sep1,3,6.71428571428571,15,9,2,1,1
20160283,2020,7,2017,sep1,4,6.71428571428571,15,9,2,1,1
20160283,2179,7,2017,sep1,3,6.71428571428571,15,9,2,1,1
20160172,2359,8,2017,sep1,3,8.07407407407407,4,5,8,5,5
20160317,1878,5,2017,sep1,6,6.85,13,2,1,3,1
20160317,2166,5,2017,sep1,8,6.85,13,2,1,3,1
20160071,2357,5,2017,sep1,6,7.75862068965517,4,7,12,4,2
20160071,2360,5,2017,sep1,4,7.75862068965517,4,7,12,4,2
20160042,2009,5,2017,sep1,5,6.96153846153846,12,9,1,2,2
20160042,2173,7,2017,sep1,7,6.96153846153846,12,9,1,2,2
20160042,2359,5,2017,sep1,6,6.96153846153846,12,9,1,2,2
20160054,2020,5,2017,sep1,8,7.30769230769231,5,4,1,1,2
20160054,2326,5,2017,sep1,8,7.30769230769231,5,4,1,1,2
20160347,2358,6,2017,sep1,2,7.29411764705882,6,4,4,2,1
20160341,2171,8,2017,sep1,6,7.07692307692308,6,3,2,1,1
20160379,2009,5,2017,sep1,4,7.23076923076923,4,5,2,1,1
20160379,2016,5,2017,sep1,3,7.23076923076923,4,5,2,1,1
20160379,2020,7,2017,sep1,4,7.23076923076923,4,5,2,1,1
20160379,2359,10,2017,sep1,3,7.23076923076923,4,5,2,1,1
20160381,1883,6,2017,sep1,3,7.30769230769231,4,5,1,2,1
20160070,2011,6,2017,sep1,2,7.12,8,10,4,2,1
20160070,2326,7,2017,sep1,4,7.12,8,10,4,2,1
20160437,2357,5,2017,sep1,8,7.38709677419355,9,8,9,3,2
20160437,2360,5,2017,sep1,4,7.38709677419355,9,8,9,3,2
20160292,2009,5,2017,sep1,7,7.35,9,3,1,6,1
20160292,2359,5,2017,sep1,3,7.35,9,3,1,6,1
20160281,2357,5,2017,sep1,13,7.78260869565217,3,6,9,3,2
20160378,1877,8,2017,sep1,4,7.42105263157895,5,7,3,2,2
20160378,1881,5,2017,sep1,8,7.42105263157895,5,7,3,2,2
20160378,1882,7,2017,sep1,2,7.42105263157895,5,7,3,2,2
20160378,1889,7,2017,sep1,4,7.42105263157895,5,7,3,2,2
20160255,1600,5,2017,sep1,8,7.5,5,5,1,3,2
20160052,1883,8,2017,sep1,4,8.45454545454546,2,4,5,4,7
20160052,1889,9,2017,sep1,4,8.45454545454546,2,4,5,4,7
20160246,1600,5,2017,sep1,9,7.4375,5,4,3,3,1
20160246,1878,5,2017,sep1,7,7.4375,5,4,3,3,1
20160049,2327,7,2017,sep1,3,7,18,11,6,3,2
20160441,1884,5,2017,sep1,13,7.53333333333333,4,4,3,3,1
20160441,2360,5,2017,sep1,4,7.53333333333333,4,4,3,3,1
20160377,2360,8,2017,sep1,4,7.47826086956522,6,6,7,2,2
20160383,1878,6,2017,sep1,4,7.56521739130435,7,5,4,5,2
20160383,1884,8,2017,sep1,4,7.56521739130435,7,5,4,5,2
20160383,2360,5,2017,sep1,6,7.56521739130435,7,5,4,5,2
20160267,2172,7,2017,sep1,6,7.53333333333333,5,3,3,2,2
20160267,2179,9,2017,sep1,4,7.53333333333333,5,3,3,2,2
20160062,2327,8,2017,sep1,3,7.94117647058824,5,6,14,4,5
20160066,1877,8,2017,sep1,3,7.77777777777778,8,8,7,10,3
20160066,1881,5,2017,sep1,13,7.77777777777778,8,8,7,10,3
20160447,2167,6,2017,sep1,4,7.5,5,2,3,3,1
20160116,2357,5,2017,sep1,8,8.3448275862069,2,5,8,9,5
20160116,2360,8,2017,sep1,4,8.3448275862069,2,5,8,9,5
20160008,2166,5,2017,sep1,7,7.36842105263158,4,7,6,1,1
20160080,2166,5,2017,sep1,10,7.58333333333333,5,8,5,4,2
20171013,2075,6,2017,sep1,2,8.16666666666667,1,1,1,2,1
20160088,2381,7,2017,sep1,4,8.39285714285714,3,4,8,5,8
20160159,2017,5,2017,sep1,5,7.82142857142857,3,9,8,6,2
20160159,2025,6,2017,sep1,1,7.82142857142857,3,9,8,6,2
20160154,2329,6,2017,sep1,3,8.64705882352941,3,2,7,14,8
20160350,2025,7,2017,sep1,3,7.0625,17,2,8,4,1
20160350,2329,6,2017,sep1,3,7.0625,17,2,8,4,1
20160160,2017,6,2017,sep1,4,7.29411764705882,8,14,8,2,2
20160160,2330,6,2017,sep1,2,7.29411764705882,8,14,8,2,2
20160033,2016,5,2017,sep1,6,7.70967741935484,9,6,5,7,4
20160033,2329,6,2017,sep1,4,7.70967741935484,9,6,5,7,4
20160033,2330,7,2017,sep1,4,7.70967741935484,9,6,5,7,4
20160017,2017,7,2017,sep1,4,8.47058823529412,1,5,11,11,6
20160017,2025,7,2017,sep1,3,8.47058823529412,1,5,11,11,6
20160017,2026,8,2017,sep1,4,8.47058823529412,1,5,11,11,6
20160392,2020,5,2017,sep1,4,7.53333333333333,7,11,4,5,3
20160392,2329,7,2017,sep1,3,7.53333333333333,7,11,4,5,3
20160307,2017,7,2017,sep1,4,7.26470588235294,9,14,6,3,2
20160307,2023,6,2017,sep1,2,7.26470588235294,9,14,6,3,2
20160307,2025,6,2017,sep1,3,7.26470588235294,9,14,6,3,2
20160307,2329,5,2017,sep1,5,7.26470588235294,9,14,6,3,2
20160011,2024,10,2017,sep1,3,8.85294117647059,1,2,9,11,11
20160011,2330,8,2017,sep1,4,8.85294117647059,1,2,9,11,11
20160183,2017,5,2017,sep1,5,7.32,7,9,4,4,1
20160019,2016,7,2017,sep1,4,8.24242424242424,5,4,9,8,7
20160019,2017,7,2017,sep1,4,8.24242424242424,5,4,9,8,7
20160019,2024,9,2017,sep1,3,8.24242424242424,5,4,9,8,7
20160019,2025,8,2017,sep1,3,8.24242424242424,5,4,9,8,7
20160019,2329,8,2017,sep1,4,8.24242424242424,5,4,9,8,7
20160440,2016,7,2017,sep1,4,7.6969696969697,4,12,10,4,3
20160440,2330,7,2017,sep1,4,7.6969696969697,4,12,10,4,3
20161126,2211,10,2017,sep1,4,7.53846153846154,3,5,2,1,2
20161114,2214,6,2017,sep1,4,8.23076923076923,2,1,4,4,2
20161084,2225,10,2017,sep1,3,8.26666666666667,1,3,4,5,2
20161122,2206,5,2017,sep1,10,8.23076923076923,2,1,4,4,2
20161022,2209,7,2017,sep1,4,8.66666666666667,1,2,3,4,5
20161022,2220,8,2017,sep1,4,8.66666666666667,1,2,3,4,5
20161022,2457,10,2017,sep1,4,8.66666666666667,1,2,3,4,5
20170470,2169,10,2017,sep1,4,8.92,1,2,5,7,10
20170005,1580,10,2017,sep1,3,9,1,2,4,2,11
20170005,2174,8,2017,sep1,2,9,1,2,4,2,11
20170231,2166,5,2017,sep1,4,9.04545454545455,2,1,1,8,10
20170479,2166,7,2017,sep1,3,7.81818181818182,2,8,6,4,2
20170413,2166,5,2017,sep1,12,8.55555555555556,1,3,3,7,4
20170453,2166,8,2017,sep1,4,8.625,1,2,4,4,5
20170182,1588,5,2017,sep1,4,7.58823529411765,5,3,4,4,1
20170079,2166,5,2017,sep1,2,7.81481481481482,5,6,7,7,2
20170222,2169,9,2017,sep1,3,9,2,1,2,11,10
20170114,2166,9,2017,sep1,3,8.84615384615385,1,3,4,9,9
20170067,2169,7,2017,sep1,3,8.39130434782609,1,6,5,5,6
20161145,2235,5,2017,sep1,8,8,1,1,2,1,1
20170223,2167,6,2017,sep1,4,8.17391304347826,3,3,8,5,4
20170178,2171,9,2017,sep1,2,7.74074074074074,9,2,4,11,1
20170142,2166,9,2017,sep1,2,7.4375,6,1,6,2,1
20170142,2167,8,2017,sep1,1,7.4375,6,1,6,2,1
20170208,2166,6,2017,sep1,4,7.35714285714286,5,3,3,2,1
20170208,2167,6,2017,sep1,4,7.35714285714286,5,3,3,2,1
20170277,2171,8,2017,sep1,2,6.88461538461539,14,4,6,1,1
20170277,2172,5,2017,sep1,4,6.88461538461539,14,4,6,1,1
20170014,2169,9,2017,sep1,3,7.92592592592593,4,7,6,7,3
20170019,2166,5,2017,sep1,2,7.84,5,7,5,3,5
20170078,2172,9,2017,sep1,3,7.625,7,7,10,7,1
20170253,2173,7,2017,sep1,4,7.48148148148148,8,7,4,7,1
20170029,1594,7,2017,sep1,3,7.64705882352941,3,6,3,4,1
20170029,1595,7,2017,sep1,3,7.64705882352941,3,6,3,4,1
20170029,2168,6,2017,sep1,2,7.64705882352941,3,6,3,4,1
20170232,2166,7,2017,sep1,4,8,3,8,4,6,4
20170207,2172,8,2017,sep1,4,7.2,7,7,2,3,1
20170431,2169,10,2017,sep1,3,7.81481481481482,4,6,10,5,2
20170330,1590,6,2017,sep1,2,7.76923076923077,3,9,6,7,1
20170330,2172,9,2017,sep1,3,7.76923076923077,3,9,6,7,1
20170330,2173,7,2017,sep1,1,7.76923076923077,3,9,6,7,1
20170330,2176,8,2017,sep1,3,7.76923076923077,3,9,6,7,1
20170315,2166,8,2017,sep1,4,7.9375,2,5,4,2,3
20170183,2172,10,2017,sep1,4,7.69565217391304,5,6,4,7,1
20170443,2171,8,2017,sep1,2,7.56,8,3,8,4,2
20170192,1590,6,2017,sep1,4,7.57142857142857,6,6,2,5,2
20170192,2171,8,2017,sep1,2,7.57142857142857,6,6,2,5,2
20170361,2173,6,2017,sep1,3,7.33333333333333,7,7,6,3,1
20170361,2177,8,2017,sep1,1,7.33333333333333,7,7,6,3,1
20170449,2173,7,2017,sep1,2,7.96296296296296,3,6,9,7,2
20170375,1600,5,2017,sep1,4,7,6,8,1,1,1
20170375,2166,5,2017,sep1,4,7,6,8,1,1,1
20170375,2169,7,2017,sep1,4,7,6,8,1,1,1
20170276,2173,9,2017,sep1,2,8.11111111111111,4,5,8,4,6
20170200,2173,8,2017,sep1,3,7.90909090909091,3,6,6,4,3
20170122,2166,5,2017,sep1,8,7.76923076923077,2,4,4,1,2
20170122,2167,8,2017,sep1,4,7.76923076923077,2,4,4,1,2
20170464,1588,5,2017,sep1,4,7.46153846153846,6,10,4,4,2
20170464,2173,7,2017,sep1,3,7.46153846153846,6,10,4,4,2
20170193,1580,5,2017,sep1,5,7.35,6,5,6,2,1
20170193,1590,5,2017,sep1,6,7.35,6,5,6,2,1
20170193,2171,5,2017,sep1,5,7.35,6,5,6,2,1
20170389,2172,10,2017,sep1,4,8.22222222222222,5,2,7,8,5
20170083,2171,8,2017,sep1,2,7.48,6,8,5,5,1
20170424,2167,5,2017,sep1,4,7.5,2,3,1,1,1
20170424,2169,5,2017,sep1,11,7.5,2,3,1,1,1
20170340,2166,5,2017,sep1,4,7.88888888888889,1,7,4,5,1
20170483,2166,5,2017,sep1,4,7.92307692307692,4,7,6,5,4
20170240,2183,6,2017,sep1,4,8.5,4,2,3,5,8
20170240,2184,10,2017,sep1,1,8.5,4,2,3,5,8
20170463,1588,5,2017,sep1,6,7.35294117647059,5,6,3,1,2
20170463,2170,5,2017,sep1,5,7.35294117647059,5,6,3,1,2
20170436,1600,5,2017,sep1,6,7.31578947368421,8,3,4,2,2
20170084,2166,5,2017,sep1,8,7.63157894736842,4,6,3,5,1
20170456,1600,8,2017,sep1,2,7.66666666666667,5,3,6,1,3
20170456,2169,5,2017,sep1,6,7.66666666666667,5,3,6,1,3
20170186,2166,6,2017,sep1,2,7.55555555555556,4,6,4,2,2
20170475,1578,5,2017,sep1,6,7.21428571428571,4,6,2,1,1
20170475,2171,7,2017,sep1,3,7.21428571428571,4,6,2,1,1
20170475,2172,5,2017,sep1,4,7.21428571428571,4,6,2,1,1
20170286,1600,8,2017,sep1,3,8.44,1,4,9,5,6
20170286,2166,5,2017,sep1,3,8.44,1,4,9,5,6
20170267,2169,9,2017,sep1,4,8.22222222222222,3,5,6,9,4
20170021,2169,8,2017,sep1,4,8.13333333333333,1,5,2,5,2
20170385,1600,6,2017,sep1,4,7.59090909090909,4,8,5,3,2
20170385,2166,5,2017,sep1,6,7.59090909090909,4,8,5,3,2
20170137,2182,10,2017,sep1,2,8.64285714285714,1,1,4,4,4
20170171,2166,6,2017,sep1,4,7,9,2,4,1,1
20170486,2166,5,2017,sep1,7,7.75,2,6,3,4,1
20170006,1600,10,2017,sep1,3,8.22222222222222,5,2,6,10,4
20170006,2169,10,2017,sep1,2,8.22222222222222,5,2,6,10,4
20170146,2171,5,2017,sep1,7,7.45454545454546,4,3,1,1,2
20170060,1588,6,2017,sep1,2,8,5,3,11,9,2
20170060,1590,8,2017,sep1,3,8,5,3,11,9,2
20170435,1588,5,2017,sep1,4,7.46153846153846,9,4,6,6,1
20170466,1580,7,2017,sep1,3,7.79166666666667,5,4,7,7,1
20170466,1588,8,2017,sep1,2,7.79166666666667,5,4,7,7,1
20170466,2177,7,2017,sep1,3,7.79166666666667,5,4,7,7,1
20170501,2167,5,2017,sep1,4,7.35714285714286,6,2,2,3,1
20170184,2169,5,2017,sep1,3,8.03846153846154,5,4,6,7,4
20170090,1578,5,2017,sep1,6,7.55555555555556,4,7,1,5,1
20170090,2171,5,2017,sep1,5,7.55555555555556,4,7,1,5,1
20170397,2172,9,2017,sep1,4,7.4375,5,4,3,3,1
20170397,2176,8,2017,sep1,4,7.4375,5,4,3,3,1
20170157,1580,5,2017,sep1,13,7,6,3,1,1,1
20170157,2170,5,2017,sep1,5,7,6,3,1,1,1
20170507,1594,10,2017,sep1,4,7.84615384615385,2,4,3,2,2
20170084,2167,5,2017,sep1,2,7.63157894736842,4,6,3,5,1
20170084,2169,5,2017,sep1,10,7.63157894736842,4,6,3,5,1
20170250,1580,6,2017,sep1,4,7,8,3,3,1,1
20170250,2173,6,2017,sep1,3,7,8,3,3,1,1
20170329,2171,9,2017,sep1,2,7.57692307692308,4,9,8,4,1
20170305,1580,5,2017,sep1,4,6.64,15,7,1,1,1
20170305,2177,7,2017,sep1,1,6.64,15,7,1,1,1
20170039,1588,6,2017,sep1,3,7.38888888888889,7,3,4,2,2
20170039,2173,9,2017,sep1,1,7.38888888888889,7,3,4,2,2
20170358,1600,5,2017,sep1,4,7.75,3,2,4,1,2
20170335,2169,10,2017,sep1,3,7.96428571428571,4,7,6,8,3
20170025,1578,5,2017,sep1,6,7.10526315789474,8,5,3,2,1
20170025,2170,6,2017,sep1,4,7.10526315789474,8,5,3,2,1
20170025,2171,6,2017,sep1,2,7.10526315789474,8,5,3,2,1
20170088,1594,9,2017,sep1,3,7.83333333333333,1,2,1,1,1
20170195,1580,5,2017,sep1,7,8.08695652173913,3,3,7,9,1
20170441,1600,5,2017,sep1,2,8.59090909090909,2,2,6,5,7
20170441,2169,10,2017,sep1,2,8.59090909090909,2,2,6,5,7
20170210,1588,5,2017,sep1,4,7.57142857142857,4,2,5,2,1
20170302,2167,7,2017,sep1,3,7.6,1,5,2,1,1
20170151,1580,5,2017,sep1,6,7.3,5,8,4,2,1
20170151,1590,6,2017,sep1,4,7.3,5,8,4,2,1
20170151,2171,6,2017,sep1,2,7.3,5,8,4,2,1
20170508,2184,9,2017,sep1,1,8.68,1,2,8,7,7
20170354,2183,7,2017,sep1,4,8.33333333333333,3,2,3,6,4
20170446,1594,5,2017,sep1,8,8.57142857142857,1,1,1,1,3
20170181,1600,5,2017,sep1,8,7.33333333333333,5,5,2,1,2
20170181,2166,5,2017,sep1,10,7.33333333333333,5,5,2,1,2
20170181,2167,7,2017,sep1,3,7.33333333333333,5,5,2,1,2
20170164,2166,7,2017,sep1,3,8.15,2,6,3,5,4
20170320,1600,5,2017,sep1,4,7.34615384615385,7,11,3,2,3
20170320,2169,8,2017,sep1,4,7.34615384615385,7,11,3,2,3
20170299,2182,7,2017,sep1,3,8,3,3,6,3,3
20170409,2167,7,2017,sep1,2,7.08333333333333,5,4,1,1,1
20170354,2182,10,2017,sep1,2,8.33333333333333,3,2,3,6,4
20170037,1600,7,2017,sep1,1,7.70833333333333,5,4,11,1,3
20170126,1600,5,2017,sep1,9,6.91666666666667,7,2,1,1,1
20170126,2167,7,2017,sep1,3,6.91666666666667,7,2,1,1,1
20170126,2169,5,2017,sep1,8,6.91666666666667,7,2,1,1,1
20170387,2166,5,2017,sep1,6,8,2,4,4,2,3
20170491,2020,5,2017,sep1,10,7.23529411764706,8,2,3,3,1
20170491,2025,6,2017,sep1,4,7.23529411764706,8,2,3,3,1
20170491,2333,8,2017,sep1,4,7.23529411764706,8,2,3,3,1
20170491,2343,6,2017,sep1,4,7.23529411764706,8,2,3,3,1
20170419,2329,5,2017,sep1,12,7.73913043478261,3,8,6,4,2
20170461,2329,6,2017,sep1,4,8.28571428571429,4,4,5,10,5
20170206,2388,6,2017,sep1,4,7.73684210526316,8,1,2,4,4
20170206,2394,8,2017,sep1,3,7.73684210526316,8,1,2,4,4
20170229,2009,7,2017,sep1,3,7.33333333333333,5,4,3,2,1
20170229,2016,5,2017,sep1,10,7.33333333333333,5,4,3,2,1
20170045,2011,5,2017,sep1,12,7.13636363636364,9,5,5,2,1
20170045,2017,5,2017,sep1,6,7.13636363636364,9,5,5,2,1
20170045,2179,8,2017,sep1,4,7.13636363636364,9,5,5,2,1
20170045,2327,6,2017,sep1,4,7.13636363636364,9,5,5,2,1
20170123,2360,5,2017,sep1,3,8.2,2,1,2,3,2
20170123,2364,10,2017,sep1,1,8.2,2,1,2,3,2
20170123,2365,9,2017,sep1,1,8.2,2,1,2,3,2
20170123,2366,7,2017,sep1,2,8.2,2,1,2,3,2
20170123,2454,8,2017,sep1,1,8.2,2,1,2,3,2
20170369,2017,5,2017,sep1,4,7.17241379310345,11,8,6,2,2
20170369,2326,5,2017,sep1,6,7.17241379310345,11,8,6,2,2
20170396,2016,5,2017,sep1,8,7.4,6,4,7,2,1
20170396,2017,5,2017,sep1,5,7.4,6,4,7,2,1
20170396,2025,6,2017,sep1,1,7.4,6,4,7,2,1
20170159,2011,5,2017,sep1,13,7.07692307692308,7,2,1,2,1
20170082,2009,7,2017,sep1,4,7.83333333333333,3,5,10,5,1
20170082,2010,7,2017,sep1,3,7.83333333333333,3,5,10,5,1
20170082,2020,8,2017,sep1,3,7.83333333333333,3,5,10,5,1
20170447,2010,6,2017,sep1,4,7.21739130434783,9,5,6,1,2
20170447,2024,6,2017,sep1,4,7.21739130434783,9,5,6,1,2
20170110,2017,6,2017,sep1,4,8.04347826086956,3,2,12,3,3
20170110,2024,8,2017,sep1,4,8.04347826086956,3,2,12,3,3
20170110,2025,5,2017,sep1,5,8.04347826086956,3,2,12,3,3
20171068,1940,5,2017,sep1,4,7.875,1,3,1,2,1
20171068,2403,7,2017,sep1,4,7.875,1,3,1,2,1
20171093,2235,6,2017,sep1,4,8.33333333333333,1,1,1,1,2
20171053,2139,10,2017,sep1,4,8,1,1,1,1,1
20160141,1906,9,2017,sep2,4,7.81818181818182,2,6,9,4,1
20170246,2016,5,2017,sep1,6,7.54545454545455,3,2,4,1,1
20170246,2329,5,2017,sep1,13,7.54545454545455,3,2,4,1,1
20170246,2330,5,2017,sep1,9,7.54545454545455,3,2,4,1,1
20171080,2214,7,2017,sep1,4,7.91666666666667,2,2,4,3,1
20171099,2205,7,2017,sep1,4,8.76923076923077,1,2,2,2,6
20172002,1693,8,2017,sep1,1,8.28571428571429,1,2,6,2,3
20172002,2304,6,2017,sep1,1,8.28571428571429,1,2,6,2,3
20171095,2075,6,2017,sep1,1,8,1,1,2,1,1
20150357,1894,10,2017,sep2,4,9.15,2,3,4,9,22
20150250,2023,9,2017,sep2,2,8.95238095238095,1,3,7,17,14
20150390,1881,7,2017,sep2,4,7.6,8,10,15,4,3
20150390,1904,7,2017,sep2,4,7.6,8,10,15,4,3
20150336,1941,8,2017,sep2,4,8.725,4,5,6,8,17
20150341,1889,8,2017,sep2,4,7.35294117647059,4,6,5,1,1
20150341,2166,5,2017,sep2,19,7.35294117647059,4,6,5,1,1
20150370,1904,7,2017,sep2,3,7.64102564102564,8,13,8,5,5
20150370,1942,7,2017,sep2,4,7.64102564102564,8,13,8,5,5
20150370,2357,6,2017,sep2,4,7.64102564102564,8,13,8,5,5
20150302,1882,5,2017,sep2,5,7.14285714285714,8,6,4,2,1
20150302,1911,8,2017,sep2,4,7.14285714285714,8,6,4,2,1
20150405,2331,6,2017,sep2,3,8.7948717948718,3,2,8,13,13
20150280,1921,10,2017,sep2,4,9.21212121212121,1,3,5,3,21
20150274,2357,7,2017,sep2,8,7.12903225806452,10,12,5,3,1
20150080,2357,6,2017,sep2,4,6.91304347826087,13,4,3,1,2
